pfam_identifier	protein_id
CL0028	confirmatory::Q1LZ86
CL0028	confirmatory::Q1R5M2
CL0028	confirmatory::Q20YI1
CL0028	confirmatory::Q24093
CL0028	confirmatory::Q29524
CL0028	confirmatory::Q2HJM9
CL0028	confirmatory::Q2IS70
CL0028	confirmatory::Q2TAP9
CL0028	confirmatory::Q32PY2
CL0028	confirmatory::Q3SZ79
CL0028	confirmatory::Q3T930
CL0028	confirmatory::Q3U4B4
CL0028	confirmatory::Q47HL4
CL0028	confirmatory::Q47M62
CL0028	confirmatory::Q48PA1
CL0028	confirmatory::Q49KF8
CL0028	confirmatory::Q4FP51
CL0028	confirmatory::Q4R2Y9
CL0028	confirmatory::Q4R4S5
CL0028	confirmatory::Q4R584
CL0028	confirmatory::Q4R766
CL0028	confirmatory::Q4R8P0
CL0028	confirmatory::Q4ZZ78
CL0028	confirmatory::Q51553
CL0028	confirmatory::Q51559
CL0028	confirmatory::Q52011
CL0028	confirmatory::Q52532
CL0028	confirmatory::Q53H76
CL0028	confirmatory::Q54528
CL0028	confirmatory::Q54809
CL0028	confirmatory::Q55217
CL0028	confirmatory::Q59324
CL0028	confirmatory::Q5AT15
CL0028	confirmatory::Q5BKQ4
CL0028	confirmatory::Q5EA59
CL0028	confirmatory::Q5EE05
CL0028	confirmatory::Q5FUF4
CL0028	confirmatory::Q5NZF6
CL0028	confirmatory::Q5PLY8
CL0028	confirmatory::Q5R6S0
CL0028	confirmatory::Q5RBI4
CL0028	confirmatory::Q5RBQ5
CL0028	confirmatory::Q5RK23
CL0028	confirmatory::Q5VXI9
CL0028	confirmatory::Q5VXJ0
CL0028	confirmatory::Q5VYY2
CL0028	confirmatory::Q5XIC4
CL0028	confirmatory::Q5XTQ4
CL0028	confirmatory::Q5ZIN0
CL0028	confirmatory::Q64194
CL0028	confirmatory::Q64424
CL0028	confirmatory::Q64425
CL0028	confirmatory::Q68KK0
CL0028	confirmatory::Q6AYT7
CL0028	confirmatory::Q6CLY8
CL0028	confirmatory::Q6DBU8
CL0028	confirmatory::Q6DRD9
CL0028	confirmatory::Q6FEQ3
CL0028	confirmatory::Q6IE26
CL0028	confirmatory::Q6MG55
CL0028	confirmatory::Q6N1G8
CL0028	confirmatory::Q6NAM1
CL0028	confirmatory::Q6P5P5
CL0028	confirmatory::Q6PE15
CL0028	confirmatory::Q6Q2C2
CL0028	confirmatory::Q6Q3H0
CL0028	confirmatory::Q6TNA6
CL0028	confirmatory::Q6XZB0
CL0028	confirmatory::Q700D5
CL0028	confirmatory::Q72R95
CL0028	confirmatory::Q73UB0
CL0028	confirmatory::Q76KX0
CL0028	confirmatory::Q7L211
CL0028	confirmatory::Q7MPY0
CL0028	confirmatory::Q7NPW5
CL0028	confirmatory::Q7SHI0
CL0028	confirmatory::Q7SY73
CL0028	confirmatory::Q7UG04
CL0028	confirmatory::Q7WES8
CL0028	confirmatory::Q802V6
CL0028	confirmatory::Q80YU0
CL0028	confirmatory::Q82SL8
CL0028	confirmatory::Q83WC8
CL0028	confirmatory::Q867X2
CL0028	confirmatory::Q867X3
CL0028	confirmatory::Q86GC9
CL0028	confirmatory::Q87BG9
CL0028	confirmatory::Q88CT3
CL0028	confirmatory::Q8BM14
CL0028	confirmatory::Q8CIV3
CL0028	confirmatory::Q8E8N6
CL0028	confirmatory::Q8FRT0
CL0028	confirmatory::Q8GHL1
CL0028	confirmatory::Q8IUS5
CL0028	confirmatory::Q8K2A6
CL0028	confirmatory::Q8K4F5
CL0028	confirmatory::Q8LFX7
CL0028	confirmatory::Q8N2K0
CL0028	confirmatory::Q8NFV4
CL0028	confirmatory::Q8NKB0
CL0028	confirmatory::Q8P6V8
CL0028	confirmatory::Q8P8L2
CL0028	confirmatory::Q8PDF3
CL0028	confirmatory::Q8R0P8
CL0028	confirmatory::Q8R164
CL0028	confirmatory::Q8R2Y0
CL0028	confirmatory::Q8TB40
CL0028	confirmatory::Q8VBX1
CL0028	confirmatory::Q8VD66
CL0028	confirmatory::Q8VI78
CL0028	confirmatory::Q8WMH2
CL0028	confirmatory::Q8WTS1
CL0028	confirmatory::Q8WU67
CL0028	confirmatory::Q91ZH7
CL0028	confirmatory::Q92035
CL0028	confirmatory::Q95000
CL0028	confirmatory::Q95001
CL0028	confirmatory::Q96I13
CL0028	confirmatory::Q96SE0
CL0028	confirmatory::Q96VC9
CL0028	confirmatory::Q988D4
CL0028	confirmatory::Q99156
CL0028	confirmatory::Q99LR1
CL0028	confirmatory::Q9AQM4
CL0028	confirmatory::Q9BV23
CL0028	confirmatory::Q9CQC8
CL0028	confirmatory::Q9DBL9
CL0028	confirmatory::Q9FZ33
CL0028	confirmatory::Q9H3Z7
CL0028	confirmatory::Q9H6B9
CL0028	confirmatory::Q9JSN0
CL0028	confirmatory::Q9LFT6
CL0028	confirmatory::Q9NUJ1
CL0028	confirmatory::Q9NZD8
CL0028	confirmatory::Q9QXM0
CL0028	confirmatory::Q9QZC8
CL0028	confirmatory::Q9RA51
CL0028	confirmatory::Q9WVG5
CL0028	confirmatory::Q9XTG1
CL0028	confirmatory::Q9Z0M5
CL0028	confirmatory::Q9Z1Q2
CL0028	confirmatory::S2L5R8
CL0028	confirmatory::W0T4A7
CL0028	confirmatory::W7MSI0
CL0028	discovery::A0A1L9X9H4
CL0028	discovery::A2S877
CL0028	discovery::A6TAC7
CL0028	discovery::O16171
CL0028	discovery::P00591
CL0028	discovery::P0CH47
CL0028	discovery::P32751
CL0028	discovery::P52278
CL0028	discovery::P53264
CL0028	discovery::Q02157
CL0028	discovery::Q13QH4
CL0028	discovery::Q5XI64
CL0028	discovery::Q5Z1C4
CL0028	discovery::Q8F4I0
CL0028	discovery::Q9EPB5
CL0030	confirmatory::A0A1D5PXA5
CL0030	confirmatory::O35119
CL0030	confirmatory::O35433
CL0030	confirmatory::P79100
CL0030	confirmatory::Q704Y3
CL0030	confirmatory::Q8NER1
CL0030	confirmatory::Q8NET8
CL0030	confirmatory::Q9ERZ8
CL0030	confirmatory::Q9H1D0
CL0030	confirmatory::Q9HBA0
CL0030	confirmatory::Q9NQA5
CL0030	confirmatory::Q9QUQ5
CL0030	confirmatory::Q9QX29
CL0030	confirmatory::Q9UL62
CL0030	discovery::Q6RX08
CL0030	discovery::Q9UBN4
CL0030	discovery::Q9XSM3
CL0033	confirmatory::O08764
CL0033	confirmatory::Q1LVW0
CL0036	confirmatory::A0JRH4
CL0036	confirmatory::A0K576
CL0036	confirmatory::A0L6F2
CL0036	confirmatory::A0QYE0
CL0036	confirmatory::A1KBB4
CL0036	confirmatory::A1KJR2
CL0036	confirmatory::A1R1C5
CL0036	confirmatory::A1SYY1
CL0036	confirmatory::A1T9N4
CL0036	confirmatory::A1TSZ6
CL0036	confirmatory::A1U4Z8
CL0036	confirmatory::A1UGT5
CL0036	confirmatory::A1V1G6
CL0036	confirmatory::A1VKW3
CL0036	confirmatory::A1WIM3
CL0036	confirmatory::A2BQW8
CL0036	confirmatory::A2C4S2
CL0036	confirmatory::A2S996
CL0036	confirmatory::A2SDJ0
CL0036	confirmatory::A3DGF8
CL0036	confirmatory::A3MMV2
CL0036	confirmatory::A3N2R4
CL0036	confirmatory::A3NCL7
CL0036	confirmatory::A3PCP1
CL0036	confirmatory::A3PL38
CL0036	confirmatory::A3Q0D5
CL0036	confirmatory::A4SY44
CL0036	confirmatory::A4TL32
CL0036	confirmatory::A4WEJ5
CL0036	confirmatory::A4WR75
CL0036	confirmatory::A4XMA9
CL0036	confirmatory::A5FAD1
CL0036	confirmatory::A5GWV7
CL0036	confirmatory::A5U3L7
CL0036	confirmatory::A5U9V6
CL0036	confirmatory::A5UH45
CL0036	confirmatory::A5W4B6
CL0036	confirmatory::A6SZ07
CL0036	confirmatory::A6U414
CL0036	confirmatory::A6UC35
CL0036	confirmatory::A6VTV8
CL0036	confirmatory::A7FFN2
CL0036	confirmatory::A7HHN1
CL0036	confirmatory::A7Z9N4
CL0036	confirmatory::A8APV0
CL0036	confirmatory::A8ESZ8
CL0036	confirmatory::A8G4K9
CL0036	confirmatory::A8L7B0
CL0036	confirmatory::A8LRS0
CL0036	confirmatory::A8Z387
CL0036	confirmatory::A9AF72
CL0036	confirmatory::A9AZE6
CL0036	confirmatory::A9BUC4
CL0036	confirmatory::A9GP84
CL0036	confirmatory::A9KJR9
CL0036	confirmatory::A9R3V0
CL0036	confirmatory::B0BRU2
CL0036	confirmatory::B0KUZ7
CL0036	confirmatory::B0TT71
CL0036	confirmatory::B1AJ73
CL0036	confirmatory::B1J815
CL0036	confirmatory::B1JR71
CL0036	confirmatory::B1JX29
CL0036	confirmatory::B1MB85
CL0036	confirmatory::B1Y3V1
CL0036	confirmatory::B1YUF9
CL0036	confirmatory::B1ZP06
CL0036	confirmatory::B2HSZ2
CL0036	confirmatory::B2IIJ1
CL0036	confirmatory::B2IT66
CL0036	confirmatory::B2KAA4
CL0036	confirmatory::B3H2L3
CL0036	confirmatory::B3PXB3
CL0036	confirmatory::B3QGK1
CL0036	confirmatory::B4ECC7
CL0036	confirmatory::B4RSX9
CL0036	confirmatory::B4UFU2
CL0036	confirmatory::B5FBC6
CL0036	confirmatory::B5XU27
CL0036	confirmatory::B5YUX3
CL0036	confirmatory::B5Z674
CL0036	confirmatory::B5ZBS9
CL0036	confirmatory::B5ZMP0
CL0036	confirmatory::B6JPH5
CL0036	confirmatory::B6YQL8
CL0036	confirmatory::B7K912
CL0036	confirmatory::B8EPU9
CL0036	confirmatory::B8HA07
CL0036	confirmatory::B8HW50
CL0036	confirmatory::B9DLY0
CL0036	confirmatory::B9J8M3
CL0036	confirmatory::B9JR81
CL0036	confirmatory::B9KK46
CL0036	confirmatory::C1AXZ2
CL0036	confirmatory::C1D5Z8
CL0036	confirmatory::C3MGI5
CL0036	confirmatory::C4LF63
CL0036	confirmatory::C5BBR6
CL0036	confirmatory::C5BUN9
CL0036	confirmatory::C5CY00
CL0036	confirmatory::O08400
CL0036	confirmatory::O54420
CL0036	confirmatory::O86508
CL0036	confirmatory::P04956
CL0036	confirmatory::P07374
CL0036	confirmatory::P0C7K7
CL0036	confirmatory::P0CB00
CL0036	confirmatory::P10477
CL0036	confirmatory::P10478
CL0036	confirmatory::P16122
CL0036	confirmatory::P17086
CL0036	confirmatory::P17901
CL0036	confirmatory::P18314
CL0036	confirmatory::P25472
CL0036	confirmatory::P26929
CL0036	confirmatory::P41020
CL0036	confirmatory::P42823
CL0036	confirmatory::P42873
CL0036	confirmatory::P42885
CL0036	confirmatory::P44391
CL0036	confirmatory::P50045
CL0036	confirmatory::P50046
CL0036	confirmatory::P50047
CL0036	confirmatory::P52313
CL0036	confirmatory::P67403
CL0036	confirmatory::P67404
CL0036	confirmatory::P67405
CL0036	confirmatory::P69996
CL0036	confirmatory::P69997
CL0036	confirmatory::P73061
CL0036	confirmatory::P77837
CL0036	confirmatory::P9WFF0
CL0036	confirmatory::P9WFF1
CL0036	confirmatory::Q03284
CL0036	confirmatory::Q03ME3
CL0036	confirmatory::Q05332
CL0036	confirmatory::Q07397
CL0036	confirmatory::Q07K73
CL0036	confirmatory::Q08716
CL0036	confirmatory::Q0BHN5
CL0036	confirmatory::Q0I656
CL0036	confirmatory::Q0KCP6
CL0036	confirmatory::Q0S4S7
CL0036	confirmatory::Q0VKY1
CL0036	confirmatory::Q117Z3
CL0036	confirmatory::Q11VN3
CL0036	confirmatory::Q133L6
CL0036	confirmatory::Q161S8
CL0036	confirmatory::Q18EB9
CL0036	confirmatory::Q1B872
CL0036	confirmatory::Q1BYH2
CL0036	confirmatory::Q1C5B3
CL0036	confirmatory::Q1CKJ9
CL0036	confirmatory::Q1CV82
CL0036	confirmatory::Q1GJP8
CL0036	confirmatory::Q1IBP0
CL0036	confirmatory::Q1MCV9
CL0036	confirmatory::Q1QC36
CL0036	confirmatory::Q1QCE0
CL0036	confirmatory::Q210F9
CL0036	confirmatory::Q21P94
CL0036	confirmatory::Q21SZ2
CL0036	confirmatory::Q2FEK3
CL0036	confirmatory::Q2G2K5
CL0036	confirmatory::Q2JES6
CL0036	confirmatory::Q2JQ88
CL0036	confirmatory::Q2JWP0
CL0036	confirmatory::Q2K517
CL0036	confirmatory::Q2SDQ1
CL0036	confirmatory::Q2SYF7
CL0036	confirmatory::Q2Y9M7
CL0036	confirmatory::Q2YQD8
CL0036	confirmatory::Q2YYQ6
CL0036	confirmatory::Q31B49
CL0036	confirmatory::Q39IW3
CL0036	confirmatory::Q3AGD0
CL0036	confirmatory::Q3AVR1
CL0036	confirmatory::Q3IH68
CL0036	confirmatory::Q3IRZ5
CL0036	confirmatory::Q3J154
CL0036	confirmatory::Q3J770
CL0036	confirmatory::Q3KIT2
CL0036	confirmatory::Q3M712
CL0036	confirmatory::Q44184
CL0036	confirmatory::Q46IY3
CL0036	confirmatory::Q47G55
CL0036	confirmatory::Q48DE6
CL0036	confirmatory::Q492E9
CL0036	confirmatory::Q4A0J5
CL0036	confirmatory::Q4KJ10
CL0036	confirmatory::Q4QN09
CL0036	confirmatory::Q4ZN06
CL0036	confirmatory::Q4ZUD2
CL0036	confirmatory::Q5FB23
CL0036	confirmatory::Q5HDR8
CL0036	confirmatory::Q5HLW1
CL0036	confirmatory::Q5KYM1
CL0036	confirmatory::Q5LSQ2
CL0036	confirmatory::Q5M607
CL0036	confirmatory::Q5YWR8
CL0036	confirmatory::Q62HS0
CL0036	confirmatory::Q63RL3
CL0036	confirmatory::Q6FD83
CL0036	confirmatory::Q6GEE4
CL0036	confirmatory::Q6N3N3
CL0036	confirmatory::Q733J6
CL0036	confirmatory::Q75ZQ5
CL0036	confirmatory::Q79VJ3
CL0036	confirmatory::Q7U3I3
CL0036	confirmatory::Q7V1B6
CL0036	confirmatory::Q7VUD3
CL0036	confirmatory::Q7W417
CL0036	confirmatory::Q826R9
CL0036	confirmatory::Q87VP0
CL0036	confirmatory::Q88J04
CL0036	confirmatory::Q89UG0
CL0036	confirmatory::Q8CNC9
CL0036	confirmatory::Q8FQX2
CL0036	confirmatory::Q8FZW2
CL0036	confirmatory::Q8G2P8
CL0036	confirmatory::Q8VTT5
CL0036	confirmatory::Q8XAG0
CL0036	confirmatory::Q8YF72
CL0036	confirmatory::Q8YHZ8
CL0036	confirmatory::Q8YQZ0
CL0036	confirmatory::Q93PJ4
CL0036	confirmatory::Q972W0
CL0036	confirmatory::Q98CY9
CL0036	confirmatory::Q9FCD3
CL0036	confirmatory::Q9HUU5
CL0036	confirmatory::Q9RYJ4
CL0036	discovery::A1B1B9
CL0036	discovery::A5IV71
CL0036	discovery::O87402
CL0036	discovery::P16218
CL0036	discovery::P94669
CL0036	discovery::Q0RQS0
CL0036	discovery::Q8XXT1
CL0036	discovery::Q93T81
CL0037	confirmatory::A7XQ02
CL0037	confirmatory::O04138
CL0037	confirmatory::O22842
CL0037	confirmatory::O24598
CL0037	confirmatory::O24603
CL0037	confirmatory::O24658
CL0037	confirmatory::P05315
CL0037	confirmatory::P06215
CL0037	confirmatory::P11955
CL0037	confirmatory::P16061
CL0037	confirmatory::P16579
CL0037	confirmatory::P24091
CL0037	confirmatory::P24626
CL0037	confirmatory::P25765
CL0037	confirmatory::P27054
CL0037	confirmatory::P29031
CL0037	confirmatory::P29032
CL0037	confirmatory::P36361
CL0037	confirmatory::P36907
CL0037	confirmatory::P51613
CL0037	confirmatory::P52403
CL0037	confirmatory::P52404
CL0037	confirmatory::P52405
CL0037	confirmatory::P52406
CL0037	confirmatory::P86473
CL0037	confirmatory::P93680
CL0037	confirmatory::Q06209
CL0037	confirmatory::Q39785
CL0037	confirmatory::Q39799
CL0037	confirmatory::Q41596
CL0037	confirmatory::Q42993
CL0037	confirmatory::Q688M5
CL0037	confirmatory::Q6K8R2
CL0037	confirmatory::Q7DNA1
CL0037	confirmatory::Q7Y1Z0
CL0037	confirmatory::Q8GUD7
CL0037	confirmatory::Q949H3
CL0037	confirmatory::Q9M2U5
CL0037	confirmatory::Q9SAY3
CL0037	confirmatory::W0IWL0
CL0037	discovery::O22841
CL0037	discovery::P11218
CL0037	discovery::Q09023
CL0041	confirmatory::C5IAW9
CL0041	confirmatory::F1LW30
CL0041	confirmatory::O08721
CL0041	confirmatory::O08722
CL0041	confirmatory::O08747
CL0041	confirmatory::O73630
CL0041	confirmatory::O95185
CL0041	confirmatory::P25799
CL0041	confirmatory::Q00653
CL0041	confirmatory::Q26261
CL0041	confirmatory::Q63369
CL0041	confirmatory::Q6F3J0
CL0041	confirmatory::Q6UXZ4
CL0041	confirmatory::Q761X5
CL0041	confirmatory::Q7T2Z5
CL0041	confirmatory::Q8IZJ1
CL0041	confirmatory::Q8JGT4
CL0041	confirmatory::Q8K1S2
CL0041	confirmatory::Q8K1S3
CL0052	confirmatory::F8S101
CL0052	confirmatory::P0DPU3
CL0054	confirmatory::O22866
CL0054	confirmatory::P26780
CL0054	confirmatory::P80301
CL0054	confirmatory::Q42328
CL0054	confirmatory::Q8RYE7
CL0054	confirmatory::Q95P89
CL0054	discovery::Q53I06
CL0056	confirmatory::A0A1S4F1Z7
CL0056	confirmatory::A4KWA1
CL0056	confirmatory::B2KG20
CL0056	confirmatory::D3ZWT9
CL0056	confirmatory::O02659
CL0056	confirmatory::O45824
CL0056	confirmatory::O46197
CL0056	confirmatory::O70156
CL0056	confirmatory::O88200
CL0056	confirmatory::O88713
CL0056	confirmatory::O89103
CL0056	confirmatory::P04979
CL0056	confirmatory::P05452
CL0056	confirmatory::P06908
CL0056	confirmatory::P07204
CL0056	confirmatory::P08427
CL0056	confirmatory::P08661
CL0056	confirmatory::P09167
CL0056	confirmatory::P11226
CL0056	confirmatory::P12842
CL0056	confirmatory::P13727
CL0056	confirmatory::P16109
CL0056	confirmatory::P16581
CL0056	confirmatory::P18337
CL0056	confirmatory::P20937
CL0056	confirmatory::P21755
CL0056	confirmatory::P21854
CL0056	confirmatory::P23805
CL0056	confirmatory::P26717
CL0056	confirmatory::P27113
CL0056	confirmatory::P27814
CL0056	confirmatory::P33730
CL0056	confirmatory::P35242
CL0056	confirmatory::P35246
CL0056	confirmatory::P35247
CL0056	confirmatory::P39039
CL0056	confirmatory::P41317
CL0056	confirmatory::P42201
CL0056	confirmatory::P43025
CL0056	confirmatory::P50403
CL0056	confirmatory::P50404
CL0056	confirmatory::P78380
CL0056	confirmatory::P79391
CL0056	confirmatory::P98106
CL0056	confirmatory::P98109
CL0056	confirmatory::P98131
CL0056	confirmatory::P98154
CL0056	confirmatory::Q00690
CL0056	confirmatory::Q01102
CL0056	confirmatory::Q07108
CL0056	confirmatory::Q07444
CL0056	confirmatory::Q0H8B9
CL0056	confirmatory::Q12918
CL0056	confirmatory::Q17QH6
CL0056	confirmatory::Q1PBC5
CL0056	confirmatory::Q28768
CL0056	confirmatory::Q2LK94
CL0056	confirmatory::Q3SXB8
CL0056	confirmatory::Q504P2
CL0056	confirmatory::Q568T5
CL0056	confirmatory::Q59DY5
CL0056	confirmatory::Q5DT37
CL0056	confirmatory::Q5DT39
CL0056	confirmatory::Q5MIZ0
CL0056	confirmatory::Q5NKN2
CL0056	confirmatory::Q5NKN4
CL0056	confirmatory::Q5QGZ9
CL0056	confirmatory::Q5U3G1
CL0056	confirmatory::Q5W7P8
CL0056	confirmatory::Q60660
CL0056	confirmatory::Q60682
CL0056	confirmatory::Q64329
CL0056	confirmatory::Q66S50
CL0056	confirmatory::Q66S61
CL0056	confirmatory::Q66S62
CL0056	confirmatory::Q66S63
CL0056	confirmatory::Q6EIG7
CL0056	confirmatory::Q6QLQ4
CL0056	confirmatory::Q6UVW9
CL0056	confirmatory::Q80ZC8
CL0056	confirmatory::Q8AYA2
CL0056	confirmatory::Q8BRU4
CL0056	confirmatory::Q8C1T8
CL0056	confirmatory::Q8CF98
CL0056	confirmatory::Q8CJC7
CL0056	confirmatory::Q8IWL1
CL0056	confirmatory::Q8IX05
CL0056	confirmatory::Q8MHY9
CL0056	confirmatory::Q8NC01
CL0056	confirmatory::Q8VD98
CL0056	confirmatory::Q8WTT0
CL0056	confirmatory::Q91V08
CL0056	confirmatory::Q91V98
CL0056	confirmatory::Q92478
CL0056	confirmatory::Q95235
CL0056	confirmatory::Q95237
CL0056	confirmatory::Q95LG1
CL0056	confirmatory::Q95MI4
CL0056	confirmatory::Q95MI5
CL0056	confirmatory::Q98TA4
CL0056	confirmatory::Q99JB4
CL0056	confirmatory::Q9BWP8
CL0056	confirmatory::Q9CXM0
CL0056	confirmatory::Q9D676
CL0056	confirmatory::Q9DCG2
CL0056	confirmatory::Q9EQ09
CL0056	confirmatory::Q9ET61
CL0056	confirmatory::Q9GLF3
CL0056	confirmatory::Q9GME8
CL0056	confirmatory::Q9H9P2
CL0056	confirmatory::Q9HCU0
CL0056	confirmatory::Q9JL95
CL0056	confirmatory::Q9MZJ3
CL0056	confirmatory::Q9MZK6
CL0056	confirmatory::Q9R007
CL0056	confirmatory::Q9TTK7
CL0056	confirmatory::Q9UMR7
CL0056	confirmatory::Q9XTA8
CL0056	confirmatory::Q9Y240
CL0056	confirmatory::Q9Y2Y8
CL0056	confirmatory::Q9Y6Z7
CL0056	discovery::P23806
CL0056	discovery::P98105
CL0056	discovery::P98153
CL0056	discovery::Q60651
CL0056	discovery::Q60652
CL0056	discovery::Q9WVF9
CL0059	confirmatory::A3DC29
CL0059	confirmatory::A3DCH1
CL0059	confirmatory::A3DD66
CL0059	confirmatory::A3DDN1
CL0059	confirmatory::A3DH67
CL0059	confirmatory::P0C2S1
CL0059	confirmatory::P0C2S4
CL0059	confirmatory::P0C2S5
CL0059	confirmatory::P26224
CL0059	confirmatory::P37698
CL0059	confirmatory::P37699
CL0059	confirmatory::P37700
CL0059	confirmatory::P37701
CL0059	confirmatory::Q6ZMU1
CL0063	confirmatory::B3PI89
CL0063	confirmatory::Q54LF0
CL0063	confirmatory::Q7UG04
CL0066	confirmatory::A0A072TH68
CL0066	confirmatory::C0HJA4
CL0066	confirmatory::G7LCV1
CL0066	confirmatory::G7LCV7
CL0066	confirmatory::O06522
CL0066	confirmatory::O24383
CL0066	confirmatory::O24384
CL0066	confirmatory::O24385
CL0066	confirmatory::O24386
CL0066	confirmatory::O24387
CL0066	confirmatory::O82711
CL0066	confirmatory::P01070
CL0066	confirmatory::P01071
CL0066	confirmatory::P07479
CL0066	confirmatory::P07596
CL0066	confirmatory::P09941
CL0066	confirmatory::P09943
CL0066	confirmatory::P10821
CL0066	confirmatory::P10965
CL0066	confirmatory::P14715
CL0066	confirmatory::P15465
CL0066	confirmatory::P16335
CL0066	confirmatory::P16347
CL0066	confirmatory::P16348
CL0066	confirmatory::P17979
CL0066	confirmatory::P20347
CL0066	confirmatory::P25272
CL0066	confirmatory::P25273
CL0066	confirmatory::P25700
CL0066	confirmatory::P30941
CL0066	confirmatory::P31608
CL0066	confirmatory::P32733
CL0066	confirmatory::P32877
CL0066	confirmatory::P34952
CL0066	confirmatory::P35812
CL0066	confirmatory::P58514
CL0066	confirmatory::P58515
CL0066	confirmatory::P58520
CL0066	confirmatory::P58521
CL0066	confirmatory::P68171
CL0066	confirmatory::P75409
CL0066	confirmatory::P80691
CL0066	confirmatory::P81365
CL0066	confirmatory::P81366
CL0066	confirmatory::P81726
CL0066	confirmatory::P83036
CL0066	confirmatory::P83051
CL0066	confirmatory::P83052
CL0066	confirmatory::P83594
CL0066	confirmatory::P83667
CL0066	confirmatory::P84881
CL0066	confirmatory::P84882
CL0066	confirmatory::P86451
CL0066	confirmatory::Q00652
CL0066	confirmatory::Q03197
CL0066	confirmatory::Q0WNE5
CL0066	confirmatory::Q41015
CL0066	confirmatory::Q41433
CL0066	confirmatory::Q41448
CL0066	confirmatory::Q41480
CL0066	confirmatory::Q41484
CL0066	confirmatory::Q43645
CL0066	confirmatory::Q43646
CL0066	confirmatory::Q46668
CL0066	confirmatory::Q9C7S6
CL0066	confirmatory::Q9M8Y9
CL0066	confirmatory::Q9RFY6
CL0066	discovery::P19247
CL0066	discovery::Q70US9
CL0072	discovery::P01552
CL0072	discovery::P06886
CL0072	discovery::Q9X5C7
CL0073	confirmatory::O73630
CL0073	confirmatory::P25799
CL0073	confirmatory::Q00653
CL0073	confirmatory::Q63369
CL0073	confirmatory::Q6F3J0
CL0075	confirmatory::D2X5W3
CL0075	confirmatory::P82140
CL0075	confirmatory::P86193
CL0075	confirmatory::Q5EPH2
CL0079	confirmatory::A0A0F7YZI5
CL0079	confirmatory::A1BN60
CL0079	confirmatory::A1BN61
CL0079	confirmatory::A5A6L1
CL0079	confirmatory::A6NKQ9
CL0079	confirmatory::A8WCC4
CL0079	confirmatory::C0K3N1
CL0079	confirmatory::D3Z5L9
CL0079	confirmatory::O13050
CL0079	confirmatory::O19113
CL0079	confirmatory::O43915
CL0079	confirmatory::O46482
CL0079	confirmatory::O46483
CL0079	confirmatory::O46641
CL0079	confirmatory::O57340
CL0079	confirmatory::O73824
CL0079	confirmatory::O77805
CL0079	confirmatory::O77835
CL0079	confirmatory::O95388
CL0079	confirmatory::O95389
CL0079	confirmatory::P01128
CL0079	confirmatory::P01222
CL0079	confirmatory::P01224
CL0079	confirmatory::P01225
CL0079	confirmatory::P01226
CL0079	confirmatory::P01227
CL0079	confirmatory::P01228
CL0079	confirmatory::P01229
CL0079	confirmatory::P01230
CL0079	confirmatory::P01231
CL0079	confirmatory::P01232
CL0079	confirmatory::P01235
CL0079	confirmatory::P04085
CL0079	confirmatory::P04651
CL0079	confirmatory::P04652
CL0079	confirmatory::P07732
CL0079	confirmatory::P0DN86
CL0079	confirmatory::P0DN87
CL0079	confirmatory::P10256
CL0079	confirmatory::P10257
CL0079	confirmatory::P12656
CL0079	confirmatory::P12919
CL0079	confirmatory::P13698
CL0079	confirmatory::P18406
CL0079	confirmatory::P18842
CL0079	confirmatory::P19336
CL0079	confirmatory::P19794
CL0079	confirmatory::P20033
CL0079	confirmatory::P25330
CL0079	confirmatory::P25430
CL0079	confirmatory::P25431
CL0079	confirmatory::P25436
CL0079	confirmatory::P27767
CL0079	confirmatory::P28576
CL0079	confirmatory::P29279
CL0079	confirmatory::P30971
CL0079	confirmatory::P30984
CL0079	confirmatory::P31240
CL0079	confirmatory::P33088
CL0079	confirmatory::P34007
CL0079	confirmatory::P37206
CL0079	confirmatory::P37240
CL0079	confirmatory::P38565
CL0079	confirmatory::P45646
CL0079	confirmatory::P45657
CL0079	confirmatory::P48252
CL0079	confirmatory::P48253
CL0079	confirmatory::P48745
CL0079	confirmatory::P49767
CL0079	confirmatory::P51500
CL0079	confirmatory::P51609
CL0079	confirmatory::P53543
CL0079	confirmatory::P54828
CL0079	confirmatory::P55816
CL0079	confirmatory::P79357
CL0079	confirmatory::P80663
CL0079	confirmatory::P80664
CL0079	confirmatory::Q1KN10
CL0079	confirmatory::Q1KN12
CL0079	confirmatory::Q1KN16
CL0079	confirmatory::Q1KN19
CL0079	confirmatory::Q1KN21
CL0079	confirmatory::Q1KN23
CL0079	confirmatory::Q1X6X8
CL0079	confirmatory::Q1X6X9
CL0079	confirmatory::Q1X6Y1
CL0079	confirmatory::Q1X6Y2
CL0079	confirmatory::Q1X6Y3
CL0079	confirmatory::Q1X6Y5
CL0079	confirmatory::Q1X6Y7
CL0079	confirmatory::Q1X6Y8
CL0079	confirmatory::Q1X6Y9
CL0079	confirmatory::Q1X6Z0
CL0079	confirmatory::Q1X6Z1
CL0079	confirmatory::Q1X6Z2
CL0079	confirmatory::Q1X6Z3
CL0079	confirmatory::Q1X6Z4
CL0079	confirmatory::Q1X700
CL0079	confirmatory::Q1X709
CL0079	confirmatory::Q1X711
CL0079	confirmatory::Q28376
CL0079	confirmatory::Q2KJ15
CL0079	confirmatory::Q2PUH2
CL0079	confirmatory::Q2Q1P1
CL0079	confirmatory::Q2Q1P2
