component_id	edge_source	relationship_id	left_protein_id	right_protein_id	left_class_name	right_class_name
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0021	P0A1D9	Q9SEI2	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0023	P46461	Q3UMC0	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0023	P46461	Q6AZT2	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0023	P46461	Q9DBY8	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0023	P46461	Q9SEI2	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0671	P46461	Q3UMC0	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0671	P46461	Q6AZT2	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0671	P46461	Q9DBY8	negative	negative
75aebdaf3f4b71cf5782d605322299337115fb03674ec14f33e567d242335934	pfam	CL0671	P46461	Q9SEI2	negative	negative
81422346be964712c49756f0b0bfa285948df52b2c2cf86692c364dcc59bd6e3	pfam	CL0803	A0A1S4HE90	B0X6Z1	positive	positive
81422346be964712c49756f0b0bfa285948df52b2c2cf86692c364dcc59bd6e3	pfam	CL0803	A0A1S4HE90	M1JMQ7	positive	positive
81422346be964712c49756f0b0bfa285948df52b2c2cf86692c364dcc59bd6e3	pfam	CL0803	A0A1S4HE90	Q9UB30	positive	positive
837416e6c71e56fc00cd0fbe57f5acdbda4201a3bc1a7ebdd8f027e58c8d5880	pfam	CL0422	O35608	Q5XK91	negative	negative
8da9a34694ebdd7171e2b65b7791ed02d42b57e0b0d6e939a48c5804451b7cfd	mmseqs2	588ea6b26cd05209e8401515fbeeca170785acb3b5481fa52ff3a0a96ef3c983	A0A834R821	P14369	positive	negative
8da9a34694ebdd7171e2b65b7791ed02d42b57e0b0d6e939a48c5804451b7cfd	pfam	PF00079	A0A834R821	P14369	positive	negative
8da9a34694ebdd7171e2b65b7791ed02d42b57e0b0d6e939a48c5804451b7cfd	pfam	PF00079	A0A834R821	Q06B74	positive	positive
992a5a4e8cacd3e795069a3d3c85802bd651fbf3ac10c168260bb5bb38802ed6	pfam	PF00212	A8YPR6	Q805E8	positive	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	mmseqs2	27d4e52a203f2066dcbed6da4e901eaded9a78b230739fb76dd775589820565a	A0A7G2A2Z3	B3A0N2	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	mmseqs2	27d4e52a203f2066dcbed6da4e901eaded9a78b230739fb76dd775589820565a	A0A7G2A2Z3	P07597	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	mmseqs2	27d4e52a203f2066dcbed6da4e901eaded9a78b230739fb76dd775589820565a	A0A7G2A2Z3	Q9SCZ0	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	B3A0N2	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	C0HLG2	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	P01085	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	P07597	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	P16850	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	Q7X7E6	negative	negative
a0c9efddb6dae1abd3375207ac65a4683fdfb5451c768350aea11ab403ace2e6	pfam	CL0482	A0A7G2A2Z3	Q9SCZ0	negative	negative
a284a2218261e306726341a913848e9cc2d83154eaf243e019eb1d237d7944bd	pfam	PF00014	A0A1Q1NL17	I6VXS1	positive	positive
a284a2218261e306726341a913848e9cc2d83154eaf243e019eb1d237d7944bd	pfam	PF00014	A0A1Q1NL17	Q964Q0	positive	positive
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	mmseqs2	836729da20bd1e32e286fc9d0fec81996698e60791d4876f4391764250a666aa	P18427	Q3HRV3	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	mmseqs2	fe45e99c02e3e3761f33ab3ee07e626ae6f42d8e7af3cc1e137c7dbccf4e60b7	P01223	P80071	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	mmseqs2	fe45e99c02e3e3761f33ab3ee07e626ae6f42d8e7af3cc1e137c7dbccf4e60b7	P01223	Q91121	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	P18427	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	P80071	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	P98089	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	Q1X703	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	Q3HRV3	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	Q91121	negative	negative
ab3e999dd6018a706252ae063c845192ab028a6cae7e16b942034e442792f063	pfam	CL0079	P01223	Q9PW99	negative	negative
acd32c670a4f16ddc3269b56d78e0563061c98215e4969f0d0cd05e60a8c99db	mmseqs2	acd32c670a4f16ddc3269b56d78e0563061c98215e4969f0d0cd05e60a8c99db	A0L6F0	Q733J4	negative	negative
acd32c670a4f16ddc3269b56d78e0563061c98215e4969f0d0cd05e60a8c99db	pfam	PF00547	A0L6F0	Q733J4	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	mmseqs2	125fe30463c85afd8cc5dbf576e611b06f7d3ac0d3e01ffb0dbea40578a39589	Q9LNN2	Q9LSR9	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	mmseqs2	3d6f7fabf5e60247f20997779113919eead47beeb8d80f4de370ef69c963e750	P02869	P07440	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	mmseqs2	3d6f7fabf5e60247f20997779113919eead47beeb8d80f4de370ef69c963e750	P02869	P07444	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	pfam	CL0004	P02869	P07440	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	pfam	CL0004	P02869	P07444	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	pfam	CL0004	P02869	Q9LNN2	negative	negative
bfa66b01711406b97a0b47ef972c33d4af20dc74291cf4d160758fcbb7054a43	pfam	CL0004	P02869	Q9LSR9	negative	negative
c0895d9a21c7805f2eb6c0e4b683d9257c1bdc16f271b247ef82c42533083db5	mmseqs2	5d1d394703775837601ebcc39e23c68033bcb7d4ebb02e31df2fdcfd1779f08d	P25417	P35478	negative	negative
c0895d9a21c7805f2eb6c0e4b683d9257c1bdc16f271b247ef82c42533083db5	pfam	CL0320	A0A224AHH8	P14841	negative	negative
c0895d9a21c7805f2eb6c0e4b683d9257c1bdc16f271b247ef82c42533083db5	pfam	CL0320	A0A224AHH8	P25417	negative	negative
c0895d9a21c7805f2eb6c0e4b683d9257c1bdc16f271b247ef82c42533083db5	pfam	CL0320	A0A224AHH8	P35478	negative	negative
d28a63c3e5718c1ab102073df016797fb6a33d334c8c42ee0e61d54ef9ff743e	pfam	CL0072	P01552	P06886	positive	positive
d28a63c3e5718c1ab102073df016797fb6a33d334c8c42ee0e61d54ef9ff743e	pfam	CL0072	P01552	Q9X5C7	positive	positive
d28a63c3e5718c1ab102073df016797fb6a33d334c8c42ee0e61d54ef9ff743e	pfam	CL0658	P01552	Q9X5C7	positive	positive
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	mmseqs2	648c5877e553c7c8523da33a4d6ad4111e6107f8e1eee44fee370e1fd9d64c32	P06768	P22935	negative	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	mmseqs2	648c5877e553c7c8523da33a4d6ad4111e6107f8e1eee44fee370e1fd9d64c32	P06768	P50120	negative	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	mmseqs2	648c5877e553c7c8523da33a4d6ad4111e6107f8e1eee44fee370e1fd9d64c32	P06768	Q6T499	negative	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	G3CJS0	positive	positive
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	P06768	positive	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	P21352	positive	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	P22935	positive	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	P50120	positive	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	P51909	positive	negative
ee7f3280000a0f6cb22c910a56f616c89a756eb5ab7640c37702201090c70f17	pfam	CL0116	D1MWE7	Q6T499	positive	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	mmseqs2	f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	P06884	P13083	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	mmseqs2	f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	P06884	P15427	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	mmseqs2	f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	P06884	P29206	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	mmseqs2	f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	P06884	P37999	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	mmseqs2	f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	P06884	P41336	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	pfam	PF00159	P06884	P13083	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	pfam	PF00159	P06884	P15427	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	pfam	PF00159	P06884	P29206	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	pfam	PF00159	P06884	P37999	negative	negative
f421a799d8de8bfbfecf72a55d39d9664c0dc8233aaee564e72c39878cbe3b93	pfam	PF00159	P06884	P41336	negative	negative
